location,iso_code,continent,cases,inf_rate,deaths,death_rate,population,pop_density,median_age,pct_over_65,pct_over_70,life_expectancy,gdp_pc,pct_extreme_poverty,pct_diabetes,pct_male_smokers,pct_female_smokers,pct_pop_access_handwash,hospital_beds_per_thousand,response,bci_bci,bci_bcistd,ciri_assn,ciri_dommov,ciri_elecsd,ciri_speech,cspf_sfi,em_active,epi_h2o,fhp_mcei5,fh_aor,fh_cl,fh_feb,fh_fog,fh_pair,fh_polity2,fh_ppp,fh_pr,fhp_status5,gpi_dic,gpi_gpi,gpi_jail,hf_efiscore,hf_govint,p_durable,undp_hdi,vdem_polyarchy,voh_gti,wbgi_gee,wbgi_pve,wbgi_rle,wbgi_rqe,wdi_acel,wdi_chexppgdp,wdi_dgovhexp,wdi_dprivhexp,wdi_export,wdi_import,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_gdppppcur,wdi_gdpcapgr,wdi_gini,wdi_imig,wdi_incsh10h,wdi_inflation,wdi_lifexp,wdi_migration,wdi_ophexp,wdi_pop,wdi_popgr,wdi_popurb,wdi_smop,wdi_unempilo,who_halet,who_infmortt,who_let
Mauritius,MUS,Africa,346,2.291390728,10,0.066225166,1271767,622.962,37.4,10.945,5.884,74.99,20292.745,0.5,22.02,40.7,3.2,,3.4,53.77344595,39.09030914,1.852133989,1,1,1,0,0,2,61.04999924,13,12,2,15,10,12,9.583333969,15,1,1,1,1.527999997,2.321000099,74.69999695,54,48,0.787999988,0.814999998,0,0.961162269,1.013186932,0.751671851,1.029756904,97.97086334,5.745666027,2.534554482,55.66150665,44.25034332,53.73523712,3.096387148,0.231303439,1.399999976,26724030464,3.766596556,,2.24510932,,0.97767514,74.39487457,0,48.16077805,1263473,0.068723135,40.90999985,21.60000038,6.813000202,65.80000305,12.60000038,74.80000305
Mexico,MEX,North America,522162,2341.533632,56757,254.5156951,128932753,66.444,29.3,6.857,4.321,75.05,17336.469,2.5,13.06,21.4,6.9,87.847,1.38,47.87734234,59.74355316,2.304199934,1,2,2,0,5,2176,57.58000183,14,8,3,13,7,10,7.833333015,12,3,3,5,2.631000042,2.519000053,65.19999695,35,19,0.772000015,0.666000009,3.279000044,0.131913558,-0.629069388,-0.556210816,0.287121862,99.5,5.469001293,2.851969481,47.85204315,37.1010437,39.07201004,3.324642181,0.557851613,2.186000109,2.31643E+12,1.690630198,48.29999924,0.939364731,39.29999924,2.821707964,74.91699982,-300000,40.37820053,123333376,1.203251362,79.57700348,14,3.858999968,67.69999695,12.19999981,76.59999847
Moldova,MDA,Europe,30183,187.4720497,896,5.565217391,4033963,123.655,37.6,10.864,6.955,71.9,5189.972,0.2,5.72,44.6,5.9,86.979,5.8,75.072125,62.67627335,2.458797932,1,2,1,0,8,27,61.02000046,18,8,3,12,5,9,8.083333015,12,3,2,1,1.944000006,2.756000042,57.40000153,35,25,0.697000027,0.512000024,0.467999995,-0.626880705,-0.303559899,-0.49498868,-0.114886209,100,8.98095417,4.381924629,47.49948502,32.30911636,55.32804489,1.174877405,0.165149376,1.258999944,22819072000,4.472203255,26.29999924,3.512106657,22.70000076,6.359309196,71.61699677,-6935,46.28999329,3551954,-0.060624298,42.51100159,24.20000076,4.184999943,63.59999847,13.89999962,71.5
Moco,MCO,Europe,146,0.666666667,4,0.01826484,39244,19347.5,,,,86.75,,,5.46,,,,13.8,,,,2,2,2,2,,5,,7,12,1,16,9,14,,11,3,1,,,,,,,,,,,1.014576674,0.935489237,,100,1.749862075,1.392113328,20.44439507,,,,,,,2.259520531,,55.76846695,,,,,7.061209679,38070,0.928913653,100,,,,2.799999952,
Mongolia,MNG,Asia,298,1.922580645,0,0,3278292,1.98,28.6,4.031,2.421,69.87,11840.846,0.5,4.82,46.5,5.5,71.18,7,65.41542484,53.73773575,2.136619091,2,2,2,0,7,6,60.54000092,12,11,2,14,9,12,9.583333969,16,1,2,1,1.802000046,3.104000092,59.40000153,39,24,0.742999971,0.68900001,0,-0.098015137,0.797792852,-0.220197007,-0.076312549,84.32501221,3.809015989,2.158815861,39.41817474,50.20095444,45.4104538,-37.15476227,0.129376173,2.923000097,37106786304,-0.748813689,32.29999924,0.5954445,25.60000038,1.055353284,69.32099915,-4262,35.87321472,3056359,1.913251877,68.29699707,25.60000038,7.235000134,61.90000153,15.19999981,69.80000305
Montenegro,MNE,Europe,4035,26.37254902,77,0.503267974,628062,46.28,39.1,14.762,9.395,76.88,16409.288,1,10.08,47.9,44,,3.861,,44.69466019,1.916381955,1,2,2,1,3,9,78.61000061,12,9,3,12,7,12,8.083333015,11,3,2,1,1.949000001,2.440000057,64.90000153,42,10,0.810000002,0.488000005,0.075999998,0.131408334,0.27663064,-0.005681448,0.224432647,100,7.642044067,5.733016014,24.540905,40.46095657,62.92333221,5.181982994,-4.225431919,1.730000019,11118359552,2.925516367,31.89999962,13.19007778,25.70000076,-0.271385014,76.56800079,-2400,24.08430099,622303,0.023142532,66.14099884,45.90000153,17.72299957,68.09999847,2.799999952,76.80000305
Montserrat,MSR,North America,13,0.087248322,1,0.006711409,4999,,,,,74.16,,,,,,,,65.63813725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,42489,263.9068323,658,4.086956522,36910558,80.08,29.6,6.769,4.209,76.68,7485.013,1,7.14,47.1,0.8,,1.1,65.91646739,45.37466049,2.027407885,0,2,2,0,6,18,42.24000168,18,6,4,7,3,7,3.583333254,7,5,3,1,2.017999887,2.756000042,61.29999924,39,51,0.662,0.31099999,0.075999998,-0.106201358,-0.312573463,-0.158312634,-0.234950453,99.96437073,5.83767128,2.735295057,52.49293518,35.17535782,45.44511032,2.08365941,0.560364842,2.489000082,2.81433E+11,-0.221495792,39.5,0.257467747,31.89999962,1.635311127,75.97399902,-257096,48.61581039,35126296,1.325979233,61.36000061,23.39999962,9.300000191,65.30000305,20.89999962,76
Mozambique,MOZ,Africa,2855,19.29054054,19,0.128378378,31255435,37.728,17.7,3.158,1.87,60.85,1136.103,62.9,3.3,29.1,5.1,12.227,0.7,63.4292517,62.34292984,2.399015903,1,2,1,1,11,2,16.18000031,15,7,4,11,5,8,6.25,9,4,2,1,2.019000053,1.450999975,53.20000076,31,22,0.435000002,0.444999993,4.811999798,-0.863071024,-1.094004512,-1.051309466,-0.704560399,26.11211967,5.066196442,2.70240736,8.54635334,36.78954697,74.36533356,28.70680237,0.318629265,4.992000103,35090042880,0.825460076,54,0.796801388,45.5,,58.30899811,-25000,7.672529221,27829942,2.87212038,34.92599869,16.60000038,3.381000042,52.20000076,57.5,60.09999847
Myanmar,MMR,Asia,375,2.533783784,6,0.040540541,54409794,81.721,29.1,5.732,3.12,67.13,5591.597,6.4,4.61,35.2,6.3,79.287,0.9,78.43909091,65.80717468,3.432123899,1,0,1,0,19,3,31.76000023,21,5,5,7,4,5,6.166666508,8,5,3,2.937999964,2.187000036,1.894000053,48.70000076,21,0,0.574000001,0.437999994,4.934999943,-0.976280332,-0.804619908,-0.886977434,-0.868316174,55.59999847,5.087798119,1.022089243,73.98307037,15.00147152,21.9617672,5.182254314,,2.181999922,3.02881E+11,5.13503933,38.09999847,0.136014596,31.70000076,6.964739323,66.20500183,-816564,73.98307037,53045224,0.689521253,30.08200073,20.29999924,1.175999999,58.40000153,39.29999924,66.80000305
mibia,M,Africa,4154,26.62820513,35,0.224358974,2540916,3.078,22,3.552,2.085,63.71,9541.808,13.4,3.94,34.2,9.7,44.6,,60.44802632,46.26029587,1.99632895,2,2,2,1,5,,15.5,10,12,2,14,9,10,8.166666031,11,2,2,1,1.822000027,2.138999939,61.90000153,49,26,0.644999981,0.731999993,0,0.167301983,0.710089684,0.362666249,-0.135936424,50.90645599,9.122502327,5.646384716,31.10674286,41.08722305,62.1506424,3.163249731,-0.069319122,3.496000051,26411067392,-0.726735413,59.09999847,3.818401337,47.29999924,6.727795601,62.625,-24030,7.718418598,2358041,1.846297145,47.96099854,21.39999962,23.35199928,55.90000153,30.60000038,63.70000076
Nepal,NPL,Asia,26660,122.293578,104,0.47706422,29136808,204.43,25,5.809,3.212,70.78,2442.804,15,7.26,37.8,9.5,47.782,0.3,63.47823529,54.92043686,2.197197914,1,2,2,0,11,23,23.54000092,15,5,4,9,5,8,6.916666985,10,3,2,1,2.048000097,1.49000001,50.90000153,29,10,0.569000006,0.634000003,4.370999813,-0.82645148,-0.84681201,-0.795469344,-0.764532268,90.69999695,6.294416428,1.169475198,69.71258545,9.468399048,39.28304672,0.50031513,,2.02699995,72023121920,-0.319386303,,1.81764555,,8.790343285,69.84799957,208549,55.44006729,27261132,0.90684998,18.94199944,22.79999924,1.425999999,61.29999924,28.70000076,70.19999695
Netherlands,NLD,Europe,62943,272.4805195,6163,26.67965368,17134873,508.544,43.2,18.779,11.881,82.28,48472.545,,5.29,27.3,24.4,,3.32,42.39004444,15.35765743,1.643615007,2,2,2,1,0,1496,98.26000214,4,12,1,16,12,16,10,16,1,1,1,1.539999962,1.546000004,74.59999847,83,71,0.927999973,0.889999986,2.40199995,1.833539486,0.912267506,1.894409895,1.976166606,100,10.35932064,8.388616562,19.02348709,79.53516388,69.32350159,30.83532906,32.18377686,1.659999967,8.74312E+11,1.649315596,28.20000076,11.69568253,23,0.316666663,81.56097412,80000,11.45138645,17030314,0.532178879,90.63500214,25.79999924,6.006000042,72.09999847,3.400000095,81.59999847
New Caledonia,NCL,Oceania,23,0.153333333,0,0,285491,15.342,33.4,9.954,6.489,77.55,,,23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Oceania,1280,5.765765766,22,0.099099099,4822233,18.206,37.9,15.322,9.72,82.29,36085.843,,8.08,17.2,14.8,,2.61,37.00857778,7.485689163,1.731124043,2,2,2,2,2,260,93.37000275,7,12,1,16,12,15,10,16,1,1,1,1.215999961,2.644999981,81.59999847,91,139,0.915000021,0.878000021,0.606999993,1.84300518,1.519183397,1.954467773,2.03827548,100,9.221935272,7.253416061,21.34605598,26.43955803,25.69471931,1.115495801,-0.509360552,1.870000005,1.8361E+11,1.492584586,,22.95969963,,0.646240294,81.61244202,74403,13.5755825,4693200,2.09935689,86.40000153,16,5.099999905,72.80000305,4.900000095,82.19999695
Nicaragua,NIC,North America,4115,27.07236842,128,0.842105263,6624554,51.667,27.3,5.445,3.519,74.48,5321.444,3.2,11.47,,,,0.9,12.50958621,58.50452042,2.275881052,1,2,0,0,8,27,41.95999908,17,5,4,11,5,10,6.083333015,6,5,2,1,1.978000045,2.352999926,58.59999847,28,0,0.657000005,0.338999987,1.429999948,-0.688588798,-0.088797748,-0.644227445,-0.506705225,85.21810913,8.746355057,5.365827084,34.0482254,38.88202667,54.93170166,6.764215469,0.491491348,2.454999924,34042832896,3.224023581,46.20000076,0.661982715,37.20000076,3.523173094,73.86000061,-106360,32.22301865,6303974,1.288955688,58.09000015,,4.340000153,66.90000153,16,75.5
Niger,NER,Africa,1167,7.78,69,0.46,24206636,16.955,15.1,2.553,1.378,62.42,926,44.5,2.42,15.4,0.1,8.978,0.3,36.57557047,44.37178421,3.490550995,0,1,1,1,18,,2.440000057,17,6,4,11,6,6,6.25,9,4,2,1,2.414999962,1.34800005,54.29999924,35,5,0.351000011,0.569999993,6.308000088,-0.633493423,-1.103307009,-0.661076546,-0.671356857,18.89648247,6.228940964,1.512936234,62.75378799,17.17321968,31.53316689,3.999953508,0.533786118,7.086999893,20470417408,0.952882051,34.29999924,0.951072216,27,1.653889179,61.13700104,20001,58.51040268,20788838,3.860078812,16.29000092,7.699999809,0.31099999,52.5,50.5,59.79999924
Nigeria,NGA,Africa,49068,223.0363636,975,4.431818182,206139587,209.588,18.1,2.751,1.447,54.69,5338.454,,2.42,10.8,0.6,41.949,,51.62769912,66.18092346,2.546127081,0,2,1,1,18,,7.75,15,7,5,9,6,5,6.75,10,3,2,5,2.871000051,1.27699995,57.5,27,1,0.529999971,0.614000022,8.972000122,-1.087536216,-1.877709866,-1.017249107,-0.918893099,59.29999924,3.646714926,0.474969327,76.67186737,9.218110085,11.50440884,1.098506808,0.322231829,5.526000023,1.094E+12,-4.168414593,,0.658124089,,15.67534065,53.54100037,-300000,75.20809937,185960288,2.627702713,48.68299866,5.800000191,6.236999989,48.90000153,77.90000153,55.20000076
Northern Maria Islands,MNP,Oceania,50,0.357142857,2,0.014285714,57557,119.878,,,,76.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Europe,9850,42.64069264,261,1.12987013,5421242,14.462,39.7,16.821,10.813,82.4,64800.057,0.2,5.31,20.7,19.6,,3.6,37.43919283,13.65263367,1.685508013,2,2,2,1,2,1258,99.65000153,3,12,1,16,12,16,10,16,1,1,1,1.503999949,1.585000038,70.80000305,86,71,0.950999975,0.903999984,0,1.86937499,1.200074434,2.036334038,1.697962999,100,10.50063038,8.939208984,14.86978626,35.21951675,33.57898712,-4.950585365,1.773889303,1.710000038,3.04327E+11,0.299839824,27.5,14.23561096,22.29999924,3.549999952,82.40731812,140000,14.51965714,5234519,0.880969822,81.48500061,20.20000076,4.678999901,73,2.099999905,82.5
Oman,OMN,Asia,83086,369.2711111,572,2.542222222,5106622,14.98,30.7,2.355,1.53,77.86,37960.709,,12.61,15.6,0.5,97.4,1.6,61.7856621,31.36148453,1.661438942,1,2,0,0,5,2,62.84000015,19,3,5,5,2,5,1.75,2,6,3,1,1.922000051,1.284999967,67.09999847,45,59,0.822000027,0.182999998,0,0.191946372,0.760053039,0.407917053,0.610466123,100,4.29254961,3.826446772,10.85841274,47.07645416,47.41959,3.435287714,0.540773809,2.937000036,1.89809E+11,0.014516512,,41.08587265,,1.109208107,77.14199829,437000,5.913533688,4479219,4.845614433,82.5,11.10000038,3.266000032,65.59999847,9.699999809,77
Pakistan,PAK,Asia,289215,1279.712389,6175,27.32300885,220892331,255.573,23.5,4.495,2.78,67.27,5034.708,4,8.35,36.7,2.8,59.607,0.6,54.28017778,55.74477005,2.198319912,0,1,1,0,16,26,20.02000046,16,6,5,6,6,6,6.333333015,8,4,3,3.769999981,3.079999924,1.340000033,55.90000153,29,8,0.560000002,0.400999993,8.366000175,-0.65333569,-2.483173132,-0.80437845,-0.639584184,71.41359711,2.752830267,0.767982125,68.01781464,9.145727158,16.16050529,0.892861485,0.018661093,3.611999989,1.01318E+12,3.349983931,33.5,1.920846105,28.89999962,3.765119076,66.76999664,-1166895,65.22793579,203627280,2.084321022,36.23400116,20.10000038,3.440000057,57.70000076,60.5,66.5
Palestine,PSE,Asia,21935,135.4012346,121,0.74691358,5101416,778.202,20.4,3.043,1.726,74.05,4449.898,1,10.59,,,,,86.39302469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pama,PAN,North America,81940,508.9440994,1767,10.97515528,4314768,55.133,29.7,7.918,5.03,78.51,22267.037,2.2,8.33,9.9,2.4,,2.3,82.05393548,53.59239197,2.172991991,1,2,2,1,3,67,43.45000076,9,11,2,15,8,12,8.916666031,15,2,2,1,1.822000027,4.369999886,64.80000305,37,27,0.785000026,0.773000002,0.152999997,0.185731456,0.411430061,0.049561143,0.36062932,96.81897736,7.26068306,4.763162136,33.66840363,42.17807388,45.09986496,9.636182785,1.609279871,2.513999939,93643300864,3.183013678,50.40000153,4.701027393,37.90000153,0.739734054,77.96399689,56000,27.4251461,4037078,1.713624954,67.02700043,6.099999905,3.315000057,69.40000153,14,78
Papua New Guinea,PNG,Oceania,323,2.153333333,3,0.02,8947027,18.22,22.6,3.808,2.142,64.5,3823.194,,17.65,48.8,23.5,,,58.56181208,63.28406525,3.539515018,1,2,1,1,11,,18.47999954,9,9,3,13,4,9,7.083333015,13,3,1,1,2.065000057,1.498000026,53.20000076,25,41,0.542999983,0.423000008,0,-0.737446249,-0.504772067,-0.776429117,-0.555989683,49.40000153,1.975792527,1.38304317,7.85301733,,,-0.191578224,-1.54E-04,3.657000065,34814038016,2.03625083,,0.338376611,,6.673728943,63.74399948,-3999,7.85301733,8271760,2.002382517,13.05000019,36.29999924,2.480999947,58,39.79999924,65.90000153
Paraguay,PRY,South America,9791,61.57861635,138,0.867924528,7132530,17.144,26.5,6.378,3.833,74.25,8827.01,1.7,8.27,21.6,5,79.602,1.3,82.77713376,66.355896,2.497667074,2,2,2,1,9,137,44.95999908,19,8,3,12,5,10,8.083333015,12,3,2,1,1.95599997,2.424000025,61.5,24,24,0.702000022,0.620000005,3.601999998,-0.792333782,0.141789719,-0.729748368,-0.2999762,98.40000153,8.024876595,4.142681599,48.32704544,35.38270187,30.0077095,1.252399683,0.223922774,2.479000092,83286392832,2.941236734,47.90000153,2.356666803,37.29999924,4.086822987,73.83599854,-82780,37.85778046,6777872,1.32367754,61.02600098,13.39999962,5.255000114,65.30000305,18.39999962,74.19999695
Peru,PER,South America,535946,3288.01227,26281,161.2331288,32971846,25.129,29.1,7.151,4.455,76.74,12236.706,3.5,5.95,,4.8,,1.6,84.17691358,56.89569855,2.218039989,0,2,2,0,6,438,50.38000107,12,8,3,15,7,10,8.5,13,2,2,1,1.985000014,2.993999958,67.40000153,38,15,0.748000026,0.76700002,2.536999941,-0.178618506,-0.201726943,-0.482023001,0.508346438,94.19999695,5.143913746,3.295908689,35.65323639,22.59895325,22.78715515,3.511614561,0.602353752,2.296999931,4.14539E+11,2.425426722,43.59999847,0.289645135,32.59999847,3.592113256,76.04399872,495345,28.28794479,30926032,1.483160734,77.53900146,4.800000191,3.535000086,67.5,12,75.90000153
Philippines,PHL,Asia,161253,710.3656388,2665,11.74008811,109581085,351.873,25.2,4.803,2.661,71.23,7599.188,,7.07,40.8,7.8,78.463,1,64.80693333,56.9247818,2.232258081,0,2,1,0,12,221,42.86000061,10,8,3,14,7,10,7.833333015,11,3,2,3.09100008,2.517999887,2.10800004,63.09999847,38,29,0.69599998,0.565999985,7.105999947,-0.010237089,-1.379818797,-0.35493359,-0.004101375,92.31915283,4.385949135,1.383542061,66.27254486,28.10152054,37.40322495,2.715517759,0.786078572,2.717999935,8.06934E+11,5.285170078,44.40000153,0.210390538,34.79999924,1.253698826,70.80200195,-335758,53.94228745,103663928,1.507207632,46.47499847,24.29999924,2.707999945,61.70000076,23.39999962,69.30000305
Poland,POL,Europe,56684,343.5393939,1877,11.37575758,37846605,124.027,41.8,16.763,10.202,78.73,27216.445,,5.91,33.1,23.3,,6.62,60.1315,37.61188507,1.876857042,2,2,2,0,0,2617,69.23000336,9,12,2,14,9,14,9.583333969,16,1,2,1,1.687999964,2.494999886,69.30000305,61,25,0.860000014,0.827000022,0.381999999,0.706566393,0.507241964,0.636217952,0.95199573,100,6.516478539,4.542063236,30.12103271,52.19454956,48.1581459,3.881337643,2.949613094,1.389999986,1.05311E+12,3.106909752,31.79999924,1.604180813,24.20000076,-0.664767325,77.85121918,-146976,22.94439125,37970088,-0.04298513,60.1780014,28,6.160999775,68.5,4,77.80000305
Portugal,PRT,Europe,54102,322.0357143,1778,10.58333333,10196707,112.371,46.2,21.502,14.924,82.05,27936.896,0.5,9.85,30,16.3,,3.39,68.54006173,35.74556732,1.857601047,2,2,2,2,0,954,93.58999634,6,12,1,16,11,15,10,16,1,1,1,1.273000002,2.059999943,65.09999847,63,40,0.845000029,0.898000002,0,1.209820509,0.974051416,1.097241998,0.844399035,100,9.076360703,6.022536755,33.64590836,40.0144577,38.90121078,4.567858696,2.82661581,1.360000014,3.20523E+11,2.247777939,35.5,8.089593887,27.29999924,0.607397079,81.12438965,-30001,27.75165367,10325452,-0.315459013,64.08599854,22.70000076,11.06599998,72,3,81.5
Puerto Rico,PRI,North America,26006,181.8601399,335,2.342657343,2860840,376.232,38.2,15.168,9.829,80.1,35044.67,,12.9,,,,,81.16661765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Asia,115080,506.9603524,193,0.850220264,2881060,227.322,31.9,1.307,0.617,80.23,116935.6,,16.52,26.9,0.8,,1.2,57.5840708,15.83259487,1.579231977,0,0,0,0,3,2,72.90000153,22,2,5,7,3,4,1.25,2,6,3,1,1.562000036,1.41900003,70.69999695,69,45,0.855000019,0.092,0.115000002,0.735512733,0.90023458,0.794277668,0.695944369,100,3.079443455,2.513684988,18.37210083,47.71385193,41.83377075,0.510044277,5.207810879,1.906999946,3.28011E+11,-1.280179143,,75.49762726,,2.872560024,79.86799622,200000,8.550909042,2654374,3.397360086,99.01499939,20.60000038,0.140000001,68.59999847,6.400000095,78.09999847
Romania,ROU,Europe,70461,307.6899563,2991,13.06113537,19237682,85.129,43,17.85,11.69,76.05,23313.199,5.7,9.74,37.1,22.9,,6.892,46.05686099,52.00289536,2.175065041,1,2,2,0,4,325,59.90000153,13,11,2,14,10,12,8.916666031,14,2,2,1,1.616000056,2.10800004,65.59999847,43,20,0.806999981,0.698000014,0,-0.169035584,0.277196616,0.360988885,0.587475419,100,4.980402946,3.894071579,21.81211853,41.18558502,42.11236191,3.316833019,0.666208565,1.639999986,4.70257E+11,5.402662754,35.90000153,1.163134813,24.70000076,-1.544796705,75.30975342,-369997,20.74990082,19702332,-0.572649658,53.90000153,29.70000076,5.901000023,66.59999847,7.099999905,75.19999695
Russia,RUS,Europe,922853,3995.034632,15685,67.9004329,145934460,8.823,39.6,14.178,9.393,72.58,24765.954,0.1,6.18,58.3,23.4,,8.05,52.51923767,56.32651138,2.279454947,0,0,1,0,9,2850,63.93000031,24,3,6,3,2,7,3.916666746,3,7,3,2.342999935,3.117000103,4.47300005,50.59999847,27,16,0.814999998,0.268999994,5.309999943,-0.197238624,-0.946210265,-0.792162001,-0.41556263,100,5.271127701,3.001909494,43.04995346,25.73714447,20.56520844,2.536703348,1.739605069,1.761999965,3.53079E+12,0.145592466,37.70000076,8.116217613,29.70000076,7.042437077,71.65122223,912279,40.48464966,144342400,0.170244545,74.16400146,39.29999924,5.559000015,63.5,6.900000095,71.90000153
Rwanda,RWA,Africa,2453,15.72435897,8,0.051282051,12952209,494.869,20.3,2.974,1.642,69.02,1854.211,56,4.28,21,4.7,4.617,,73.03642857,22.98460007,1.652466059,1,2,1,0,16,,14.96000004,22,2,6,4,5,7,2.583333254,1,6,3,1,2.131999969,4.433000088,63.09999847,49,22,0.519999981,0.254999995,1.919999957,0.098110065,-0.054899286,0.101849377,0.107119232,29.37000084,6.76069355,2.290623426,15.52351856,14.92030048,33.10424042,3.141930342,0.563453972,4.123000145,23084077056,3.25888133,43.70000076,3.803081036,35.59999847,7.174343109,67.93000031,-44998,6.375456333,11668818,2.602355719,17.05599976,12.30000019,1.034999967,,29.29999924,
Saint Kitts and Nevis,K,North America,17,0.117241379,0,0,53192,212.865,,,,76.23,24654.385,,12.84,,,,2.3,,30.26809311,4.384188175,2,2,2,2,,,,7,12,1,15,10,13,,16,1,1,,,,,,,0.773999989,,,0.141600877,0.626330733,0.505480826,0.368027985,100,5.671831608,2.448537588,56.82986069,54.06699753,53.63365936,9.778182983,-0.068044156,,1537321216,1.481130958,,13.39343548,,-0.68703711,,,51.50755692,51625,0.820792735,30.79000092,,,,10.39999962,
Saint Lucia,LCA,North America,25,0.16025641,0,0,183629,293.187,34.9,9.721,6.405,76.2,12951.839,,11.62,,,87.202,1.3,,23.57418251,3.80418396,2,2,2,2,,,47.79000092,4,12,1,15,11,14,,16,1,1,,,,70,71,,0.745000005,,,0.028124617,1.018932462,0.516971052,0.290405989,98.06130219,5.306563377,2.228776932,54.25745392,36.29235077,43.73598099,7.660054207,0.724600255,1.460999966,2324287488,3.372051954,51.20000076,6.903280735,38.59999847,-3.092989683,75.7519989,0,48.7008667,180024,0.500070632,18.55800056,,21.26300049,66.40000153,15.60000038,75.59999847
Saint Vincent and the Gredines,VCT,North America,57,0.387755102,0,0,110947,281.787,31.8,7.724,4.832,72.53,10727.146,,11.62,,,,2.6,,24.03775406,3.825927019,1,2,2,2,,,47.25,7,12,1,15,10,14,,16,1,1,,,,68.80000305,67,,0.721000016,,,0.217217982,1.018932462,0.404216498,0.279326677,99.90895081,3.562922001,2.734853745,22.63029289,37.79286194,58.01328278,19.860466,-1.212783694,1.930999994,1258448512,1.685718536,,4.181359768,,-0.149641648,72.19300079,-1000,20.50078201,109459,0.28452906,51.3730011,,20.06500053,63.40000153,15.69999981,72
San Marino,SMR,Europe,719,3.126086957,42,0.182608696,33938,556.667,,,,84.97,56861.47,,5.64,,,,3.8,43.4765625,,,2,2,2,2,,1,,7,12,1,15,11,16,,15,1,1,,,,,,,,,,,0.950405359,0.935489237,,100,6.395620823,5.141442776,19.60994911,,,,,,2052148992,1.492311358,,14.84220123,,0.573948026,,,18.79042816,33504,0.6948632,96.91000366,,,,1.899999976,
Sao Tome and Principe,STP,Africa,885,6.755725191,15,0.114503817,219161,212.841,18.7,2.886,2.162,70.39,3052.714,32.3,2.42,,,41.34,2.9,,43.54525375,4.661956787,2,2,2,1,,,29.31999969,13,10,2,15,9,10,,14,2,1,,,,56.70000076,42,,0.583999991,0.713999987,,-0.672118902,0.223286852,-0.663151264,-0.812458277,70.0741806,5.991998196,2.390531301,15.50262165,,,6.713105202,0.28948769,4.426000118,648142080,2.227093935,,1.257722855,,5.430519581,69.66999817,-8401,14.4031477,203227,1.885025501,71.09200287,,13.56999969,60.70000076,26.10000038,68.69999695
Saudi Arabia,SAU,Asia,298542,1809.345455,3408,20.65454545,34813867,15.322,31.9,3.295,1.845,75.13,49045.411,,17.72,25.4,1.8,,2.7,77.13139241,26.88033104,1.603117943,0,0,0,0,8,10,62.38000107,25,0,7,3,1,2,0,0,7,3,1,2.345999956,2.273999929,62.09999847,49,90,0.853999972,0.022,5.794000149,0.261262387,-0.464828491,0.337608069,0.079331204,100,5.741813183,3.893027782,32.19863892,31.14419746,30.71781921,1.155547023,1.385588884,2.434999943,1.75708E+12,-0.601112068,,32.29494095,,2.05347085,74.76100159,674895,14.34442711,32442572,2.259766579,83.40100098,15.60000038,5.650000095,65.69999695,6.800000191,74.80000305
Senegal,SEN,Africa,12162,75.54037267,253,1.571428571,16743930,82.328,18.7,3.008,1.796,67.94,2470.58,38,2.42,16.6,0.4,20.859,,56.83417722,50.63588715,2.110769987,0,2,2,1,10,,13.67000008,14,10,2,15,8,11,8.416666031,13,2,2,1,1.940999985,1.475000024,58.09999847,43,16,0.499000013,0.721000016,1.787999988,-0.453924567,-0.218255326,-0.106500722,-0.143072322,64.5,5.512412071,1.905433059,59.25066376,21.56087685,32.54692841,2.481102467,1.175729036,4.769999981,50251358208,3.412110329,,1.739951372,,0.837284923,67.07800293,-100001,51.76793671,14993528,2.807361364,46.29600143,8.199999809,6.612999916,58.79999924,33.90000153,66.80000305
Serbia,SRB,Europe,29682,184.3602484,674,4.186335404,6804596,80.291,41.2,17.366,,76,14048.881,,10.08,40.2,37.7,97.719,5.609,55.64011494,52.60601425,2.155752897,2,2,1,0,3,328,69.73000336,13,10,2,14,7,13,8.25,13,3,2,1,1.879999995,2.122999907,62.09999847,41,10,0.785000026,0.456,0.043000001,0.079659455,0.140153602,-0.159250319,0.05629956,100,9.135028839,5.298753738,41.8500824,48.61545944,53.42476654,5.796681881,0.621168911,1.460000038,1.10217E+11,3.882936239,39.59999847,9.12262249,28.70000076,1.122313976,75.68780518,20000,40.50329971,7058322,-0.523694456,55.81000137,38.90000153,15.25699997,67.40000153,5.199999809,76.30000305
