location,iso_code,continent,cases,inf_rate,deaths,death_rate,population,pop_density,median_age,pct_over_65,pct_over_70,life_expectancy,gdp_pc,pct_extreme_poverty,pct_diabetes,pct_male_smokers,pct_female_smokers,pct_pop_access_handwash,hospital_beds_per_thousand,response,bci_bci,bci_bcistd,ciri_assn,ciri_dommov,ciri_elecsd,ciri_speech,cspf_sfi,em_active,epi_h2o,fhp_mcei5,fh_aor,fh_cl,fh_feb,fh_fog,fh_pair,fh_polity2,fh_ppp,fh_pr,fhp_status5,gpi_dic,gpi_gpi,gpi_jail,hf_efiscore,hf_govint,p_durable,undp_hdi,vdem_polyarchy,voh_gti,wbgi_gee,wbgi_pve,wbgi_rle,wbgi_rqe,wdi_acel,wdi_chexppgdp,wdi_dgovhexp,wdi_dprivhexp,wdi_export,wdi_import,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_gdppppcur,wdi_gdpcapgr,wdi_gini,wdi_imig,wdi_incsh10h,wdi_inflation,wdi_lifexp,wdi_migration,wdi_ophexp,wdi_pop,wdi_popgr,wdi_popurb,wdi_smop,wdi_unempilo,who_halet,who_infmortt,who_let
Afghanistan,AFG,Asia,37596,170.1176471,1375,6.221719457,38928341,54.422,18.6,2.581,1.337,64.83,1803.987,,9.59,,,37.746,0.5,52.9612963,63.56379318,4.003445148,1,0,1,0,21,1,25.75,16,4,6,6,2,2,3.083333254,6,6,2,5,3.519000053,1.585000038,48.90000153,12,2,0.493999988,0.352999985,9.402999878,-1.226363301,-2.671053886,-1.498189807,-1.327687621,97.69999695,10.19867706,0.522994578,77.40100861,5.933361053,41.72569275,0.483360261,-0.076311566,4.800000191,67121528832,-0.541697264,,1.175546885,,4.383892059,63.76300049,-314602,77.40100861,35383128,2.778317451,25.02000046,,1.633999944,53,51.20000076,62.70000076
Albania,ALB,Europe,7380,45.55555556,228,1.407407407,2877800,104.871,38,13.188,8.643,78.57,11803.431,1.1,10.08,51.2,7.1,,2.89,73.28907407,53.08683014,2.190391064,2,2,1,1,2,6,66.55999756,17,9,3,13,7,9,8.083333015,13,3,2,1,1.919999957,2.677000046,65.90000153,33,19,0.782000005,0.508000016,1.478999972,0.013270382,0.344644666,-0.328867257,0.189022064,100,6.697894573,2.770035505,57.98089981,28.97789955,45.83196259,8.804978371,0.05934203,1.659000039,34134077440,3.515368223,,1.989036441,,1.275125265,78.19400024,-69998,57.98089981,2876101,-0.159880415,58.42100143,28.70000076,15.22000027,68.09999847,8.199999809,76.40000153
Algeria,DZA,Africa,38583,170.7212389,1370,6.061946903,43851043,17.348,29.1,6.211,3.857,76.88,13913.839,0.5,6.73,30.4,0.7,83.741,1.9,50.93117904,55.64840317,2.226609945,0,2,0,0,11,19,60.25999832,19,5,5,7,3,7,4.25,4,6,3,1,2.187999964,2.233999968,50.09999847,36,12,0.753000021,0.307999998,3.951999903,-0.531159699,-1.097525716,-0.857400954,-1.171878815,99.9923172,6.64847517,4.500149727,32.28954315,20.86001015,35.03223419,1.023084521,0.02906446,3.052000046,6.10316E+11,1.202537417,,0.611072004,,6.397694588,76.29799652,-50002,30.88327026,40551404,2.051354647,71.45899963,15.60000038,10.20199966,65.5,21,76.40000153
Andorra,AND,Europe,989,6.299363057,53,0.337579618,77265,163.755,,,,83.73,,,7.97,37.8,29,,,43.18807947,19.97654152,4.091640949,2,2,2,2,,3,,8,11,1,15,12,15,,15,1,1,,,,,,,0.856000006,,,1.86058712,1.413419366,1.577924609,0.871442854,100,10.36772728,5.093643665,50.87020111,,,,,,,2.830284357,,59.71364975,,,,,41.69688416,77297,-0.919469714,88.2480011,33.5,,,3,
Angola,AGO,Africa,1879,12.61073826,86,0.577181208,32866268,23.89,16.8,2.405,1.362,61.15,5819.495,,3.94,,,26.664,,78.08859155,70.68934631,3.255070925,0,1,1,1,17,4,9.199999809,21,3,6,5,1,3,2.833333254,6,6,3,1,2.006999969,1.758999944,48.90000153,19,19,0.577000022,0.317000002,0.152999997,-1.035902977,-0.315898836,-1.087320447,-1.001379728,40.62452698,2.87782526,1.270221829,52.22011948,28.12448502,25.24567032,-0.177522525,0.269970924,5.68599987,1.94887E+11,-5.816236496,,0.427004665,,32.37773514,59.92499924,32066,35.20893097,28842484,3.378272772,64.14900208,,7.281000137,55.79999924,55.5,62.59999847
Anguilla,AIA,North America,3,0.020833333,0,0,15002,,,,,81.88,,,,,,,,58.65721649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,North America,93,0.61589404,3,0.01986755,97928,231.845,32.1,6.933,4.631,77.02,21490.943,,13.17,,,,3.8,,26.94103813,4.187761784,2,2,2,1,,,53.33000183,11,9,2,15,8,13,,13,2,2,,,,,,,0.777999997,,,0.265490621,0.878607213,0.508841813,0.341461152,100,4.309008121,2.609250307,39.43076706,41.57287598,46.88566971,5.505917072,0.911459863,2.003000021,2285469952,4.516272545,,30.58550644,,-0.489437789,76.61699677,0,32.1883812,94527,1.021843791,24.84600067,,,67,5.400000095,75
Argenti,ARG,South America,289087,1762.72561,5657,34.49390244,45195777,16.177,31.9,11.198,7.441,76.67,18933.907,0.6,5.5,27.7,16.2,,5,77.09276596,61.39246368,2.351224899,2,2,2,2,2,1817,73.06999969,15,11,2,14,8,14,8.916666031,14,2,2,1,2.012000084,2.266000032,43.79999924,34,33,0.822000027,0.781000018,0.971000016,0.162129194,0.204625502,-0.393605947,-0.469625324,99.9668808,7.54838419,5.618095875,25.00831604,12.52709484,13.56679249,0.584749937,0.320435941,2.288000107,8.77492E+11,-3.110063791,42,4.80529213,30.29999924,,76.22100067,24000,15.79818726,43590368,1.057181597,91.6269989,21.79999924,8.015999794,68.40000153,9.699999809,76.90000153
Armenia,ARM,Asia,41663,187.6711712,818,3.684684685,2963234,102.931,35.7,11.232,7.571,75.09,8787.58,1.8,7.11,52.1,1.5,94.043,4.2,,49.13936615,2.077063084,0,2,0,1,6,16,61.93999863,20,6,4,9,4,9,5.833333015,7,5,3,1,2.257999897,2.282000065,67,37,18,0.749000013,0.425999999,2.364000082,-0.158175305,-0.662263811,-0.119129643,0.250055581,100,9.927321434,1.633300066,81.84818268,33.14800644,42.76987457,3.164508104,0.668675125,1.743999958,25863256064,-0.161500618,32.5,6.335892677,25.29999924,-1.403607607,74.63999939,-24989,80.6469574,2936146,0.36143145,63.08200073,24.10000038,17.61700058,66.30000305,12.19999981,74.80000305
Aruba,ABW,North America,1102,7.445945946,4,0.027027027,106766,584.8,41.2,13.085,7.452,76.29,35973.781,,11.62,,,,,52.97966216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Oceania,23288,100.8138528,396,1.714285714,25499881,3.202,37.9,15.504,10.129,83.44,44648.71,0.5,5.07,16.5,13,,3.84,47.80577778,16.89385223,1.612753034,2,2,2,2,2,1710,98.44000244,7,12,1,16,12,15,10,16,1,1,1,1.386999965,2.282000065,80.30000305,80,115,0.938000023,0.876999974,3.08100009,1.568509459,1.047958016,1.75552094,1.896965623,100,9.252092361,6.31986618,31.69257164,19.23322487,21.50562668,3.241718531,-0.490356714,1.751999974,1.14549E+12,1.252830267,35.79999924,28.21841049,27.79999924,1.276990891,82.44878387,791229,18.94371223,24190908,1.561940551,85.80000305,14.69999981,5.710999966,73,3.200000048,82.90000153
Austria,AUT,Europe,23373,101.1818182,728,3.151515152,9006400,106.749,44.4,19.202,13.748,81.54,45436.686,0.7,6.35,30.9,28.4,,7.37,39.58707763,26.11972427,1.691130042,2,2,1,1,0,824,94.62999725,6,12,1,16,10,15,10,15,1,1,1,1.292000055,1.735999942,71.69999695,72,70,0.906000018,0.836000025,1.51699996,1.511904955,0.909638762,1.814966559,1.440436244,100,10.43762589,7.568360806,27.48963356,52.34258652,48.65943909,-7.32709074,-6.827633381,1.529999971,4.51297E+11,0.942067683,30.5,17.46572685,23.79999924,0.891592383,81.64146423,324998,18.91973686,8736668,1.081396341,57.90499878,29.60000038,6.013999939,72.40000153,3,81.90000153
Azerbaijan,AZE,Asia,34219,152.7633929,506,2.258928571,10139175,119.309,32.4,6.018,3.871,73,15847.419,,7.11,42.5,0.3,83.241,4.7,58.6833945,48.87778473,2.094134092,0,1,0,0,10,9,48.52999878,22,1,6,2,1,5,1.166666627,2,7,3,1,2.457000017,2.867000103,60.20000076,29,21,0.757000029,0.196999997,1.149000049,-0.165613234,-0.803879082,-0.5198614,-0.282022804,100,6.890599728,1.375633359,79.66035461,46.42765045,43.64966965,11.88265324,6.796328545,1.899999976,1.69953E+11,-4.141769886,,2.709061623,,12.44949532,72.49299622,6002,78.9187851,9757812,1.117857218,55.02099991,20.79999924,5,64.90000153,21.79999924,73.09999847
Bahamas,BHS,North America,1315,8.594771242,18,0.117647059,393248,39.497,34.3,8.996,5.2,73.92,27717.847,,13.17,20.4,3.1,,2.9,,24.14550972,3.120098114,1,2,2,1,,,55.40000153,7,12,1,15,10,13,,16,1,1,,,,70.90000153,71,,0.805999994,,,0.719533265,0.975418746,0.26031214,0.257589281,100,6.375422001,3.178831577,49.72144699,35.8085289,37.67780685,0.622728407,3.028916836,1.771000028,11663909888,-2.658526897,,15.28430271,,-0.346376926,73.32900238,4999,27.71587753,377931,0.990519106,82.83200073,11.5,12.69999981,66.80000305,8.800000191,75.69999695
Bahrain,BHR,Asia,46430,201.8695652,170,0.739130435,1701583,1935.907,32.4,2.372,1.387,77.29,43290.705,,16.52,37.6,5.8,,2,53.35324444,26.08889008,1.600710988,1,1,1,0,9,12,63.06000137,22,1,6,2,3,6,0.416666657,0,7,3,1,2.410000086,3.381000042,74.30000305,49,4,0.846000016,0.127000004,3.654999971,0.327842772,-0.793425679,0.456380546,0.608239055,100,4.869474411,2.988113642,38.63580322,73.7428894,65.38897705,0.754573822,2.728835821,2.032999992,67319508992,-0.443550169,,51.12678528,,2.800594807,76.89900208,239000,27.98785973,1425791,3.856582403,89.08999634,26.39999962,1.013000011,68.09999847,6.400000095,79.09999847
Bangladesh,BGD,Asia,276549,1772.75,3657,23.44230769,164689383,1265.036,27.5,5.098,3.262,72.59,3523.984,14.8,8.38,44.7,1,34.808,0.8,76.05,62.36328506,2.419203043,0,1,0,0,12,63,28.46999931,16,6,4,7,5,9,5.25,8,4,3,1,2.036000013,1.340000033,53.29999924,25,2,0.597000003,0.337000012,6.159999847,-0.678658962,-1.261936784,-0.663491905,-0.796680093,75.91999817,2.365059853,0.424684495,74.41802979,16.64971542,21.30458069,1.05355227,0.018298863,2.089999914,5.83983E+11,5.950914383,32.40000153,0.883753717,26.79999924,5.513525963,71.78500366,-1847503,71.88883972,157970848,1.091300488,35.08300018,23,4.349999905,63.29999924,28,72.69999695
Barbados,BRB,North America,151,0.986928105,7,0.045751634,287371,664.463,39.8,14.952,9.473,79.19,16978.068,,13.57,14.5,1.9,88.469,5.8,70.54358621,34.88733673,1.97202003,2,2,2,1,,1,55.63999939,6,12,1,16,12,15,,16,1,1,,,,68.30000305,74,,0.799000025,0.763000011,,1.082171559,0.976609886,0.79512316,0.481064945,100,6.962448597,3.194849253,52.4413147,36.40608978,46.21388626,5.07042408,-0.230023384,1.613000035,5152318464,1.838700771,,12.12990189,,1.281928182,78.88800049,-397,45.17700195,285796,0.165289298,31.19300079,7.800000191,9.720000267,67,12,75.59999847
Belarus,BLR,Europe,69516,311.7309417,610,2.735426009,9449321,46.858,40.3,14.799,9.788,74.79,17167.967,,5.18,46.1,10.5,,11,8.763053097,43.18247604,3.570888996,0,1,0,0,3,290,68.66000366,25,3,6,3,1,7,1.166666627,4,7,3,1,2.105999947,3.483999968,48.79999924,31,20,0.805000007,0.256999999,0.037999999,-0.477920115,0.142281473,-0.7160393,-0.941261411,100,6.316793919,3.881441832,38.33709335,62.50934601,62.69997406,2.612805128,0.257529676,1.73300004,1.71963E+11,-2.648709774,25.29999924,11.40401077,21.29999924,11.83658123,73.826828,43648,35.79892731,9501534,0.12551111,77.66100311,26.70000076,5.840000153,65.5,2.900000095,74.19999695
Belgium,BEL,Europe,78230,338.6580087,9939,43.02597403,11589616,375.564,41.8,18.571,12.849,81.63,42658.576,0.2,4.29,31.4,25.1,,5.64,47.48809735,21.76966476,1.611526012,2,2,2,1,2,887,96.08999634,6,12,1,15,12,15,9.5,16,1,1,1,1.536000013,1.774999976,68.40000153,76,72,0.915000021,0.861000001,4.639999866,1.326213479,0.441367298,1.390964746,1.340683579,100,10.03841782,8.442886353,15.89425468,82.73271942,81.40441895,9.465209007,3.04626894,1.679999948,5.35004E+11,0.940196097,27.70000076,12.2835331,22.20000076,1.973852634,81.43902588,240000,15.85889053,11331422,0.506300032,97.91899872,28.20000076,7.829999924,71.59999847,3.099999905,81.19999695
Belize,BLZ,North America,452,3.074829932,3,0.020408163,397621,16.426,25,3.853,2.279,74.62,7824.362,,17.11,,,90.083,1.3,70.64601399,58.06747055,4.04554081,2,2,2,1,,6,46.74000168,6,11,2,15,10,13,,14,1,1,,,,57.40000153,6.699999809,,0.708999991,,,-0.675917864,0.060622137,-0.863733113,-0.512359381,97.00158691,6.12137413,4.06011343,29.88655281,51.68397903,60.5358963,1.811832905,0.09513814,2.391000032,3090206208,-2.60297823,,14.99080086,,,74.21900177,6000,22.87068176,368400,2.047695875,45.49499893,,7.909999847,62.5,12.5,70.5
Benin,BEN,Africa,2063,13.3961039,39,0.253246753,12123198,99.11,18.8,3.244,1.942,61.77,2064.236,49.6,0.99,12.3,0.6,11.035,0.5,51.16646259,62.45526886,2.487601042,2,0,2,1,10,,6.369999886,13,12,2,15,8,10,8.416666031,16,2,2,1,2.028000116,1.529999971,59.29999924,39,25,0.512000024,0.708000004,0,-0.564190269,-0.002027172,-0.60859251,-0.527894378,41.61823273,3.855617762,0.791845679,48.99458313,24.82783318,36.26282501,1.536206007,0.202601567,4.977000237,23589730304,1.133240581,47.79999924,2.255540848,37.59999847,-0.848347664,60.88499832,-10000,43.48323822,10872067,2.761409521,46.22900009,6.400000095,2.41899991,53.5,63.20000076,61.09999847
Bermuda,BMU,North America,162,1.072847682,9,0.059602649,62273,1308.82,,,,82.59,50669.315,,13,,,,,66.01265306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Asia,141,0.898089172,0,0,771612,21.188,28.6,4.885,2.977,71.78,8708.597,1.5,9.75,,,79.807,1.7,73.78711538,31.85474777,1.65841198,1,0,2,1,7,,32.59999847,20,4,4,9,9,8,6.666666985,10,3,2,1,1.603999972,2.147000074,59.5,65,8,0.609000027,0.561999977,0.037999999,0.500509799,1.123296738,0.493500859,-0.66513747,99.77463531,3.454180479,2.554471016,21.28587532,27.41570282,50.2740593,0.535400808,,2.013999939,7113911808,6.726936817,37.40000153,6.595769405,27.89999962,4.310168743,70.78099823,1600,20.12969589,736709,1.206226587,39.4280014,,2.338999987,60.70000076,26.5,70.59999847
Bolivia,BOL,South America,100344,635.0886076,4048,25.62025316,11673029,10.202,25.4,6.704,4.393,71.51,6885.829,7.1,6.89,,,25.383,1.1,90.44806452,64.15103912,2.511665106,0,2,2,0,10,206,44.56999969,14,9,3,14,7,10,7.583333015,11,3,2,1,2.012000084,2.028000116,47.40000153,35,34,0.68900001,0.648000002,0.018999999,-0.567062736,-0.248866364,-1.200557232,-0.924094796,91.80000305,6.860564232,4.507292271,31.06282234,24.48800659,31.91302872,0.988080144,0.261824071,2.828999996,78853627904,2.732039928,44.59999847,1.33326745,32.09999847,3.623214245,70.62599945,-47520,28.02112007,11031813,1.480132818,68.73799896,,3.055999994,63,23.79999924,71.5
Boire Sint Eustatius and Saba,BES,North America,13,0.094202899,0,0,26221,,,,,77.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovi,BIH,Europe,15535,98.32278481,469,2.96835443,3280815,68.496,42.5,16.569,10.711,77.4,11713.895,0.2,10.08,47.7,30.2,97.164,3.5,69.79887417,54.33462143,2.320384026,2,2,1,0,4,83,71.54000092,17,7,4,10,4,10,,10,4,2,1,2.042000055,1.577999949,58.59999847,39,0,0.765999973,0.568000019,2.023000002,-0.393437356,-0.397838831,-0.216729552,-0.166647822,100,9.229556084,6.533311367,28.9811554,35.6462822,52.29929352,1.671783924,0.001103471,1.286000013,43425611776,4.458301067,,0.913364828,,-1.089130282,76.9980011,-107926,28.68117714,3386267,-1.264581203,47.51800156,38.90000153,25.40999985,67.19999695,5.199999809,77.30000305
Botswa,BWA,Africa,1214,8.73381295,3,0.021582734,2351625,4.044,25.8,3.941,2.242,69.59,15807.374,,4.81,34.4,5.7,,1.8,67.96688889,37.37193298,1.832551003,2,2,2,1,3,8,21.79999924,14,10,2,12,8,11,8.25,10,3,2,1,1.641000032,2.52699995,71.09999847,63,50,0.712000012,0.746999979,0,0.529832244,0.994560003,0.533725619,0.528487384,60.58835983,5.463201523,3.055692911,37.3829422,49.75677872,43.16791916,0.780775964,1.084560037,2.941999912,37398958080,2.409451723,53.29999924,7.100334167,41.5,2.814957857,68.1780014,14999,5.248492241,2159944,1.83285284,67.93299866,20,17.9489994,57.5,32.29999924,66.09999847
Brazil,BRA,South America,3340197,14459.72727,107852,466.8917749,212559409,25.04,33.5,8.552,5.06,75.88,14103.452,3.4,8.11,17.9,10.1,,2.2,52.88900901,60.97522354,2.38933897,1,2,2,2,6,4772,45.90999985,11,10,2,15,6,13,8.666666031,14,2,2,1,2.194999933,3.428999901,56.5,43,31,0.758000016,0.814999998,1.644999981,-0.173778266,-0.377205402,-0.157222807,-0.207315519,99.69999695,11.77150345,3.91095829,66.69093323,12.47090244,12.0710907,4.085003376,0.817997158,1.746999979,3.1608E+12,-4.098702431,53.70000076,0.343313187,42.40000153,8.739128113,75.23000336,106000,43.56023788,206163056,0.823748231,86.04199982,13.89999962,11.60900021,66,14.60000038,75.09999847
British Virgin Islands,VGB,North America,9,0.0625,1,0.006944444,30237,207.973,,,,79.07,,,13.67,,,,,62.37092784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,142,0.8875,3,0.01875,437483,81.347,32.4,4.591,2.382,75.86,71809.251,,12.79,30.9,2,,2.7,50.96790541,29.01501846,1.861891031,1,2,0,0,,18,94.90000153,23,3,5,6,3,7,,3,6,3,,,,,,,0.851999998,,,1.084176898,1.154172063,0.561694205,0.593397439,100,2.340955019,2.222231388,5.071592808,49.57777786,37.74202347,-1.320545554,3.928294659,1.914999962,32800933888,-3.602333069,,24.27597237,,-0.739068747,75.44999695,0,5.071592808,419800,1.172400832,76.98999786,16.89999962,8.559000015,67.90000153,9.399999619,76.40000153
Bulgaria,BGR,Europe,14365,89.22360248,498,3.093167702,6948445,65.18,44.7,20.801,13.272,75.05,18563.307,1.5,5.81,44.4,30.1,,7.454,53.56535948,53.74728775,2.200746059,1,2,1,1,2,262,71.26000214,13,11,2,14,8,12,8.916666031,14,2,2,1,1.631000042,1.988999963,65.90000153,43,26,0.810000002,0.709999979,1.172999978,0.295897067,0.077333264,-0.061471604,0.658517718,100,8.230115891,4.161408424,49.43681717,63.97864532,59.66514206,2.935334444,1.603145719,1.539999962,1.38995E+11,4.668314457,37.40000153,1.42819643,28.79999924,-0.798749089,74.81219482,-24001,47.95404816,7127822,-0.701382101,74.32900238,37,7.574999809,66.40000153,6.5,74.80000305
Burki Faso,BFA,Africa,1267,8.018987342,55,0.348101266,20903278,70.151,17.6,2.409,1.358,61.58,1703.102,43.7,2.42,23.9,1.6,11.877,0.4,59.6385906,59.62761688,2.901071072,2,2,1,1,16,,8.449999809,13,9,3,14,6,9,6.916666985,10,4,2,1,2.073999882,1.324000001,59.09999847,38,1,0.419999987,0.718999982,4.507999897,-0.564168572,-0.867375851,-0.441279173,-0.397382915,23.65287399,6.752544403,2.707604885,36.45180511,25.96740532,25.97297287,3.585744381,0.463652074,5.353000164,33065973760,2.890399933,35.29999924,3.892039776,29.60000038,-0.244764119,60.35400009,-125000,31.39360237,18646378,2.915318966,28.13400078,12.5,6.363999844,52.90000153,51.90000153,60.29999924
Burundi,BDI,Africa,413,2.971223022,1,0.007194245,11890781,423.062,17.5,2.562,1.504,61.58,702.225,71.7,6.05,,,6.144,0.8,29.94734375,65.31797028,2.496946096,0,0,0,0,21,,0.860000014,23,2,6,6,0,5,2.666666746,4,7,3,1,2.605000019,1.608999968,53.90000153,20,1,0.418000013,0.174999997,5.631000042,-1.441686273,-1.970720768,-1.460237145,-0.825258851,9.298458099,6.191563129,1.803448558,32.25762939,6.407934189,16.64824486,0.001872825,0.00123153,5.598999977,7802059264,-3.708336115,38.59999847,2.565632343,31,5.557689667,60.52799988,10003,30.51368141,10487998,3.17701602,12.38799953,,1.565999985,52.59999847,44,60.09999847
Cambodia,KHM,Asia,273,1.22972973,0,0,16718971,90.672,25.6,4.412,2.385,69.82,3645.07,,4,33.7,2,66.229,0.8,33.10908257,57.59051132,2.234565973,1,2,1,1,11,2,35.25999832,19,3,5,8,3,6,4.25,4,6,3,1,2.00999999,1.917999983,57.90000153,21,18,0.575999975,0.286000013,0.037999999,-0.69411397,0.211037859,-1.063662291,-0.465220392,76.8398819,6.081960201,1.326285958,59.24325943,61.28152466,65.66850281,12.36922169,0.395041585,2.559000015,59012583424,5.368731976,,0.474794447,,3.045414686,68.97699738,-149999,58.56040192,15766293,1.565227032,22.58200073,17.20000076,1.131000042,60.79999924,26.20000076,69.40000153
Cameroon,CMR,Africa,18469,116.8924051,401,2.537974684,26545864,50.885,18.8,3.165,1.919,59.29,3364.926,23.8,7.2,,,2.735,1.3,59.65662162,64.93099976,2.504107952,0,0,2,0,16,,13.44999981,21,3,6,7,3,4,2.333333254,3,6,3,1,2.372999907,1.90199995,54.20000076,27,24,0.552999973,0.340000004,6.767000198,-0.7638641,-1.062137008,-1.036001444,-0.789897799,60.10734558,4.690248966,0.625445664,77.33246613,19.23934937,23.965168,2.034819841,-0.119211458,4.708000183,84856537088,1.901024342,46.59999847,1.636313677,35,0.87419039,58.06299973,-24000,69.50262451,23926540,2.660494566,55.17900085,,3.470999956,51.09999847,54,58.09999847
Cada,CAN,North America,122087,528.5151515,9026,39.07359307,37742157,4.037,41.4,16.984,10.797,82.43,44017.591,0.5,7.37,16.6,12,,2.5,47.60334821,20.45970917,1.671830058,2,2,2,1,0,2586,94.69000244,6,12,1,16,12,16,10,16,1,1,1,1.332000017,1.90199995,78,81,128,0.921999991,0.861999989,2.944999933,1.781461477,1.256058574,1.841110587,1.738819838,100,10.53465462,7.737065792,26.55605698,31.24965477,33.65687943,2.231171131,4.452035427,1.543300033,1.62535E+12,-0.031327851,34,21.80166435,25.29999924,1.428759575,82.14224243,1210159,14.61734104,36109488,1.132348657,81.30000305,14.30000019,6.999000072,73.19999695,4.5,82.80000305
Cape Verde,CPV,Africa,3179,21.19333333,35,0.233333333,555988,135.58,25.7,4.46,3.437,72.98,6222.554,,2.42,16.5,2.1,,2.1,76.23057554,41.80719757,1.902773976,2,2,2,2,5,,40.65999985,12,11,1,15,10,13,10,15,1,1,,,,66.5,57,25,0.65200001,0.80400002,,0.125050023,0.886215627,0.347443163,-0.296039879,90.64518738,5.236962318,2.973738194,28.15241241,44.22969055,59.96217346,7.595436573,0.470732033,2.345999956,3563516928,3.443556309,,2.867232084,,0.131188005,72.34700012,-6709,26.01418304,531146,1.212831736,64.78399658,9.100000381,12.31200027,64.5,17.79999924,73.19999695
Cayman Islands,CYM,North America,203,1.344370861,1,0.006622517,65720,256.496,,,,83.92,49903.029,,13.22,,,,,78.78067308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Africa,4652,30.01290323,61,0.393548387,4829764,7.479,18.3,3.655,2.251,53.28,661.24,,6.1,,,16.603,1,62.71606667,67.95471954,3.653582096,2,0,1,0,23,,0,22,1,7,4,0,1,4,2,7,3,3.032999992,3.242000103,1.126999974,45.20000076,24,0,0.361999989,0.405000001,6.372000217,-1.771703601,-1.789266825,-1.816498995,-1.427306771,27.12771225,4.282521725,0.636456013,44.19403076,14.33746719,34.35902405,0.393077821,0,4.869999886,3580984576,3.976121187,,1.665172219,,37.14221573,51.5929985,-200000,43.07941818,4537687,0.985894501,40.61800003,,6.646999836,44.90000153,88.30000305,53
Chad,TCD,Africa,956,6.331125828,76,0.503311258,16425859,11.833,16.7,2.486,1.446,54.24,1768.153,38.4,6.1,,,5.818,,68.073125,74.09841156,2.730654955,0,1,0,0,19,,0.319999993,22,4,6,6,1,3,2.416666746,1,7,3,1,2.559999943,1.309000015,46.29999924,22,24,0.405000001,0.291999996,5.249000072,-1.511895299,-1.302364707,-1.377929688,-1.18002224,10.11441898,4.538101196,0.856294572,66.54821014,26.29503632,37.00188828,2.423128366,0,5.947000027,29309972480,-9.156966209,,3.682771444,,3.669900417,53.43799973,10000,61.15595245,14561666,3.143959522,22.67700005,,2.417000055,47.20000076,74.80000305,54.29999924
Chile,CHL,South America,385946,2324.975904,10452,62.96385542,19116209,24.282,35.4,11.087,6.938,80.18,22767.037,1.3,8.46,41.5,34.2,,2.11,72.40075949,30.32776642,1.71736002,2,2,2,2,2,1785,79.61000061,8,12,1,16,10,15,10,15,1,1,1,1.603000045,2.882999897,77.69999695,73,27,0.842000008,0.864000022,3.362999916,1.010753036,0.413110524,1.129268885,1.37306428,100,8.528939247,4.986802101,41.52795792,28.15990257,27.55044365,4.847693443,2.793997526,1.713000059,4.16517E+11,0.332088709,46.59999847,2.615513325,37.90000153,3.786193609,79.77899933,558539,34.76995468,18209068,1.325201631,87.42199707,37.79999924,6.737999916,69.69999695,6.5,79.5
Chi,CHN,Asia,89375,386.9047619,4703,20.35930736,1439323774,147.674,38.7,10.641,5.929,76.91,15308.712,0.7,9.74,48.4,1.9,,4.34,68.17803653,44.21070099,1.869627953,0,0,0,0,6,236,68.23999786,23,3,6,3,2,6,1.166666627,1,7,3,2.177999973,2.253999949,1.932999969,52,36,67,0.748000026,0.093999997,5.52699995,0.35487476,-0.499395043,-0.334414572,-0.264474809,100,4.981880665,2.89025116,41.98311996,19.75200462,17.45819283,1.56895709,1.943127275,1.674999952,2.13876E+13,6.160281181,38.59999847,0.071076393,29.39999962,2,76.20999908,-1741996,35.90618515,1378664960,0.541478515,56.73600006,25.60000038,4.5,68.69999695,8.5,76.40000153
Colombia,COL,South America,468332,2927.075,15097,94.35625,50882884,44.223,32.2,7.646,4.312,77.29,13254.949,4.5,7.44,13.5,4.7,65.386,1.71,80.84168675,59.44888687,2.299077034,1,2,1,1,10,1339,59.95999908,18,5,3,12,8,10,7.583333015,11,3,2,2.559999943,2.753999949,2.891000032,70.80000305,37,59,0.746999979,0.689999998,5.638000011,0.015444259,-0.882459342,-0.278797537,0.402009279,98.40000153,5.912343979,3.749481678,35.6889801,14.71713924,21.48551369,4.897042751,1.59722507,1.843000054,6.86905E+11,0.708331406,50.79999924,0.27604723,40,7.514293194,76.73200226,1023981,20.15695572,48171392,1.360060692,80.10800171,9,8.692000389,67.09999847,13.10000038,75.09999847
